LOC_Os03g41060.1	8-79
LOC_Os02g14800.3	1289-1306
LOC_Os02g14800.3	1282-1311
LOC_Os02g14800.3	1324-1341
LOC_Os02g14800.3	1344-1388
LOC_Os02g14800.3	1319-1414
LOC_Os02g14800.3	1424-1456
LOC_Os02g14800.3	1420-1488
LOC_Os02g14800.3	1531-1551
LOC_Os02g14800.3	1497-1571
LOC_Os02g14800.3	1621-1638
LOC_Os02g14800.3	1610-1672
LOC_Os02g14800.3	1644-1682
LOC_Os02g14800.3	1679-1702
LOC_Os02g14800.3	1660-1707
LOC_Os02g14800.3	1704-1724
LOC_Os02g14800.3	1732-1803
LOC_Os02g14800.3	1748-1807
LOC_Os02g14800.3	1848-1871
LOC_Os02g14800.3	1905-1922
LOC_Os02g14800.3	1861-1950
LOC_Os02g14800.3	1886-1957
LOC_Os12g33240.1	125-286
LOC_Os12g33240.1	292-351
LOC_Os12g33240.1	323-373
LOC_Os12g33240.1	352-384
LOC_Os12g33240.1	288-419
LOC_Os12g33240.1	442-471
LOC_Os12g33240.1	374-520
LOC_Os12g33240.1	481-552
LOC_Os12g33240.1	527-571
LOC_Os12g33240.1	559-609
LOC_Os12g33240.1	637-675
LOC_Os12g33240.1	691-708
LOC_Os12g33240.1	725-748
LOC_Os12g33240.1	606-824
LOC_Os12g33240.1	745-828
LOC_Os12g33240.1	821-886
LOC_Os12g33240.1	862-912
LOC_Os12g33240.1	943-981
LOC_Os12g33240.1	978-1001
LOC_Os12g33240.1	974-1015
LOC_Os12g33240.1	991-1050
LOC_Os12g33240.1	1078-1119
LOC_Os12g33240.1	1056-1142
LOC_Os12g33240.1	1088-1180
LOC_Os12g33240.1	1197-1229
LOC_Os12g33240.1	1236-1262
LOC_Os12g33240.1	1120-1269
LOC_Os12g33240.1	1193-1276
LOC_Os12g33240.1	1283-1309
LOC_Os12g33240.1	1339-1377
LOC_Os02g14800.4	15-179
LOC_Os02g14800.4	216-266
LOC_Os02g14800.4	167-289
LOC_Os02g14800.4	127-357
LOC_Os02g14800.4	435-476
LOC_Os02g14800.4	463-486
LOC_Os02g14800.4	389-490
LOC_Os02g14800.4	518-568
LOC_Os02g14800.4	501-587
LOC_Os02g14800.4	571-624
LOC_Os02g14800.4	584-649
LOC_Os02g14800.4	667-696
LOC_Os02g14800.4	706-723
LOC_Os02g14800.4	769-798
LOC_Os02g14800.4	806-826
LOC_Os02g14800.4	820-852
LOC_Os02g14800.4	862-879
LOC_Os02g14800.4	621-920
LOC_Os02g14800.4	895-927
LOC_Os02g14800.4	917-979
LOC_Os02g14800.4	924-1013
LOC_Os02g14800.4	967-1041
LOC_Os02g14800.4	1007-1051
LOC_Os02g14800.4	1069-1110
LOC_Os02g14800.4	1098-1115
LOC_Os02g14800.4	1206-1235
LOC_Os02g14800.4	1123-1263
LOC_Os02g14800.4	1079-1303
LOC_Os02g14800.4	1313-1333
LOC_Os02g14800.4	1273-1362
LOC_Os02g14800.4	1379-1396
LOC_Os02g14800.4	1372-1401
LOC_Os02g14800.4	1414-1431
LOC_Os02g14800.4	1434-1478
LOC_Os02g14800.4	1409-1504
LOC_Os02g14800.4	1514-1546
LOC_Os02g14800.4	1510-1578
LOC_Os02g14800.4	1621-1641
LOC_Os02g14800.4	1587-1661
LOC_Os02g14800.4	1711-1728
LOC_Os02g14800.4	1700-1762
LOC_Os02g14800.4	1734-1772
LOC_Os02g14800.4	1769-1792
LOC_Os02g14800.4	1750-1797
LOC_Os02g14800.4	1794-1814
LOC_Os02g14800.4	1822-1893
LOC_Os02g14800.4	1838-1897
LOC_Os02g14800.4	1938-1961
LOC_Os02g14800.4	1995-2012
LOC_Os02g14800.4	1951-2040
LOC_Os02g14800.4	1976-2047
LOC_Os12g33240.2	129-149
LOC_Os02g14800.5	15-179
LOC_Os02g14800.5	216-266
LOC_Os02g14800.5	167-289
LOC_Os02g14800.5	127-357
LOC_Os02g14800.5	435-476
LOC_Os02g14800.5	463-486
LOC_Os02g14800.5	389-490
LOC_Os02g14800.5	518-568
LOC_Os02g14800.5	501-587
LOC_Os02g14800.5	571-624
LOC_Os02g14800.5	584-649
LOC_Os02g14800.5	667-696
LOC_Os02g14800.5	706-723
LOC_Os02g14800.5	769-798
LOC_Os02g14800.5	806-826
LOC_Os02g14800.5	820-852
LOC_Os02g14800.5	862-879
LOC_Os02g14800.5	621-920
LOC_Os02g14800.5	895-927
LOC_Os02g14800.5	917-979
LOC_Os02g14800.5	924-1013
LOC_Os02g14800.5	967-1041
LOC_Os02g14800.5	1007-1051
LOC_Os02g14800.5	1069-1110
LOC_Os02g14800.5	1098-1115
LOC_Os02g14800.5	1206-1235
LOC_Os02g14800.5	1123-1263
LOC_Os02g14800.5	1079-1303
LOC_Os02g14800.5	1313-1333
LOC_Os02g14800.5	1273-1362
LOC_Os02g14800.5	1379-1396
LOC_Os02g14800.5	1372-1401
LOC_Os02g14800.5	1414-1431
LOC_Os02g14800.5	1434-1478
LOC_Os02g14800.5	1409-1504
LOC_Os02g14800.5	1514-1546
LOC_Os02g14800.5	1510-1578
LOC_Os02g14800.5	1621-1641
LOC_Os02g14800.5	1587-1661
LOC_Os02g14800.5	1711-1728
LOC_Os02g14800.5	1700-1762
LOC_Os02g14800.5	1734-1772
LOC_Os02g14800.5	1769-1792
LOC_Os02g14800.5	1750-1797
LOC_Os02g14800.5	1794-1814
LOC_Os02g14800.5	1822-1893
LOC_Os02g14800.5	1838-1897
LOC_Os02g14800.5	1938-1961
LOC_Os02g14800.5	1995-2012
LOC_Os02g14800.5	1951-2040
LOC_Os02g14800.5	1976-2047
LOC_Os06g15400.1	42-89
LOC_Os12g33240.3	129-164
LOC_Os06g14370.1	51-68
LOC_Os06g14370.1	58-195
LOC_Os06g14370.1	209-277
LOC_Os10g25560.1	34-51
LOC_Os02g30840.2	74-337
LOC_Os02g30840.2	87-452
LOC_Os02g30840.2	434-508
LOC_Os06g14370.2	54-71
LOC_Os06g14370.2	61-198
LOC_Os01g46290.1	50-79
LOC_Os01g46290.1	27-104
LOC_Os06g14370.3	54-71
LOC_Os06g14370.3	61-198
LOC_Os06g14370.3	195-326
LOC_Os03g63750.1	5-67
LOC_Os03g63750.1	188-211
LOC_Os06g14370.4	54-71
LOC_Os06g14370.4	61-198
LOC_Os01g31360.6	36-71
LOC_Os01g31360.6	87-110
LOC_Os01g31360.6	114-155
LOC_Os01g31360.6	165-206
LOC_Os01g31360.6	210-272
LOC_Os10g42630.3	45-320
LOC_Os10g42630.3	10-339
LOC_Os08g07290.2	10-93
LOC_Os08g07290.2	97-126
LOC_Os04g38690.1	29-73
LOC_Os04g38690.1	74-97
LOC_Os04g38690.1	24-101
LOC_Os03g41350.1	9-137
LOC_Os03g41350.1	144-203
LOC_Os03g41350.1	160-237
LOC_Os03g41350.1	234-263
LOC_Os03g41350.1	35-268
LOC_Os03g41350.1	311-328
LOC_Os03g41350.1	265-348
LOC_Os03g41350.1	282-353
LOC_Os03g41350.1	329-397
LOC_Os03g41350.1	409-489
LOC_Os03g41350.1	417-509
LOC_Os03g05812.1	1-231
LOC_Os03g05812.1	78-254
LOC_Os10g12354.2	320-340
LOC_Os10g12354.2	180-440
LOC_Os10g12354.2	380-454
LOC_Os10g12354.2	557-580
LOC_Os10g12354.2	157-591
LOC_Os03g41350.2	47-82
LOC_Os03g41350.2	40-126
LOC_Os03g41350.2	145-177
LOC_Os03g41350.2	190-255
LOC_Os03g41350.2	27-287
LOC_Os03g41350.2	288-305
LOC_Os03g41350.2	307-357
LOC_Os03g41350.2	357-395
LOC_Os03g41350.2	463-486
LOC_Os03g41350.2	200-544
LOC_Os03g41350.2	396-599
LOC_Os03g41350.2	572-610
LOC_Os03g41350.2	607-636
LOC_Os03g41350.2	611-691
LOC_Os03g41350.2	716-790
LOC_Os03g41350.2	676-822
LOC_Os03g41350.2	648-827
LOC_Os03g41350.2	834-893
LOC_Os03g41350.2	850-927
LOC_Os03g41350.2	924-953
LOC_Os03g41350.2	800-958
LOC_Os03g41350.2	1001-1018
LOC_Os03g41350.2	955-1038
LOC_Os03g41350.2	972-1043
LOC_Os03g41350.2	1019-1087
LOC_Os03g41350.2	1099-1179
LOC_Os03g41350.2	1107-1199
LOC_Os03g57310.1	52-189
LOC_Os03g57310.1	57-308
LOC_Os09g31130.1	74-118
LOC_Os09g31130.1	123-149
LOC_Os09g31130.1	115-165
LOC_Os09g31130.1	296-370
LOC_Os09g31130.1	286-399
LOC_Os09g31130.1	180-416
LOC_Os09g31130.1	433-465
LOC_Os09g31130.1	416-484
LOC_Os09g31130.1	456-488
LOC_Os09g31130.1	492-527
LOC_Os09g31130.1	505-534
LOC_Os09g31130.1	524-553
LOC_Os09g31130.1	602-628
LOC_Os09g31130.1	651-728
LOC_Os09g31130.1	550-741
LOC_Os03g56280.1	32-64
LOC_Os03g56280.1	49-81
LOC_Os03g56280.1	78-140
LOC_Os01g34700.1	51-68
LOC_Os03g13976.1	80-169
LOC_Os03g13976.1	42-197
LOC_Os03g13976.1	240-356
LOC_Os03g13976.1	263-382
LOC_Os03g05812.3	1-231
LOC_Os03g05812.3	78-254
LOC_Os10g20230.1	49-135
LOC_Os01g34700.2	51-68
LOC_Os03g13976.2	50-127
LOC_Os03g13976.2	12-155
LOC_Os03g13976.2	198-260
LOC_Os03g13976.2	245-286
LOC_Os10g20230.2	49-135
LOC_Os01g34700.3	51-68
LOC_Os03g13976.3	31-81
LOC_Os03g13976.3	17-193
LOC_Os03g13976.3	78-221
LOC_Os03g13976.3	287-379
LOC_Os03g13976.3	376-399
LOC_Os03g13976.3	264-446
LOC_Os03g13976.3	453-497
LOC_Os03g13976.3	407-523
LOC_Os02g40440.1	14-31
LOC_Os10g35160.1	57-107
LOC_Os10g35160.1	17-112
LOC_Os10g35160.1	61-132
LOC_Os10g35160.1	136-180
LOC_Os10g35160.1	197-226
LOC_Os10g35160.1	190-240
LOC_Os10g35160.1	186-443
LOC_Os10g35160.1	257-454
LOC_Os10g35160.1	451-495
LOC_Os02g02000.1	32-70
LOC_Os12g32536.1	58-102
LOC_Os12g32536.1	99-164
LOC_Os01g66700.1	14-109
LOC_Os01g66700.1	124-147
LOC_Os12g32536.2	58-102
LOC_Os12g32536.2	99-164
LOC_Os06g49710.1	20-52
LOC_Os12g32536.3	58-102
LOC_Os12g32536.3	99-164
LOC_Os03g26590.1	3-68
LOC_Os03g26590.1	70-168
LOC_Os03g26590.1	125-202
LOC_Os03g26590.1	153-215
LOC_Os03g26590.1	254-283
LOC_Os12g32536.4	58-102
LOC_Os12g32536.4	99-164
LOC_Os04g33360.1	14-34
LOC_Os04g33360.1	96-113
LOC_Os04g33360.1	110-205
LOC_Os04g33360.1	147-257
LOC_Os04g33360.1	115-267
LOC_Os04g33360.1	242-352
LOC_Os04g33360.1	349-393
LOC_Os04g33360.1	353-436
LOC_Os04g33360.1	418-444
LOC_Os04g33360.1	261-458
LOC_Os01g27230.1	29-67
LOC_Os01g27230.1	80-196
LOC_Os01g27230.1	150-245
LOC_Os01g27230.1	242-277
LOC_Os01g27230.1	372-521
LOC_Os01g27230.1	693-761
LOC_Os01g27230.1	545-796
LOC_Os01g27230.1	783-803
LOC_Os01g27230.1	888-920
LOC_Os01g27230.1	928-1023
LOC_Os01g27230.1	1126-1143
LOC_Os01g27230.1	989-1147
LOC_Os01g27230.1	1140-1235
LOC_Os01g27230.1	1207-1278
LOC_Os01g27230.1	1262-1285
LOC_Os01g27230.1	1266-1292
LOC_Os01g27230.1	1348-1368
LOC_Os01g27230.1	1375-1401
LOC_Os01g27230.1	1335-1406
LOC_Os01g27230.1	1411-1500
LOC_Os01g27230.1	1406-1510
LOC_Os01g27230.1	1479-1571
LOC_Os01g27230.1	1586-1618
LOC_Os01g19940.1	50-133
LOC_Os01g19940.1	46-171
LOC_Os11g12240.1	8-127
LOC_Os11g12240.1	4-195
LOC_Os11g12240.1	54-203
LOC_Os11g12240.1	207-227
LOC_Os11g12240.1	240-260
LOC_Os11g12240.1	270-290
LOC_Os11g12240.1	351-383
LOC_Os11g12240.1	402-428
LOC_Os11g12240.1	155-496
LOC_Os11g12240.1	523-558
LOC_Os11g04950.1	70-180
LOC_Os11g04950.1	181-312
LOC_Os11g04950.1	216-329
LOC_Os11g04950.1	152-358
LOC_Os11g04950.1	316-396
LOC_Os02g25680.1	117-179
LOC_Os02g25680.1	121-357
LOC_Os02g25680.1	194-385
LOC_Os03g59620.1	47-202
LOC_Os03g59620.1	221-241
LOC_Os03g59620.1	93-335
LOC_Os03g59620.1	232-393
LOC_Os03g59620.1	351-437
LOC_Os03g59620.1	424-537
LOC_Os03g59620.1	434-544
LOC_Os03g59620.1	565-594
LOC_Os03g59620.1	557-625
LOC_Os03g59620.1	601-669
LOC_Os03g59620.1	552-794
LOC_Os02g25680.2	154-216
LOC_Os02g25680.2	158-394
LOC_Os02g25680.2	231-422
LOC_Os02g25680.2	419-490
LOC_Os02g25680.2	477-518
LOC_Os05g02564.1	13-147
LOC_Os05g02564.1	119-244
LOC_Os05g02564.1	220-258
LOC_Os05g02564.1	165-410
LOC_Os05g02564.1	433-480
LOC_Os05g02564.1	248-520
LOC_Os01g67980.1	69-89
LOC_Os01g67980.1	94-129
LOC_Os02g03280.3	5-37
LOC_Os02g03280.3	21-50
LOC_Os02g03280.3	40-60
LOC_Os02g03280.3	83-103
LOC_Os02g03280.3	180-200
LOC_Os02g03280.3	88-207
LOC_Os02g03280.3	167-217
LOC_Os02g03280.3	208-237
LOC_Os02g03280.3	231-254
LOC_Os02g03280.3	218-268
LOC_Os02g03280.3	269-310
LOC_Os02g03280.3	339-377
LOC_Os04g36700.1	3-197
LOC_Os09g20820.1	13-72
LOC_Os07g20430.1	32-70
LOC_Os07g20430.1	86-139
LOC_Os07g20430.1	144-170
LOC_Os07g20430.1	167-190
LOC_Os07g20430.1	218-241
LOC_Os07g20430.1	284-310
LOC_Os07g20430.1	231-365
LOC_Os07g20430.1	323-391
LOC_Os07g20430.1	401-439
LOC_Os07g20430.1	488-544
LOC_Os07g20430.1	563-619
LOC_Os07g20430.1	626-643
LOC_Os07g20430.1	662-706
LOC_Os07g20430.1	750-782
LOC_Os07g20430.1	810-836
LOC_Os07g20430.1	843-908
LOC_Os07g20430.1	755-916
LOC_Os07g20430.1	920-958
LOC_Os07g20430.1	959-988
LOC_Os07g20430.1	1068-1106
LOC_Os07g20430.1	1043-1180
LOC_Os11g31620.1	27-173
LOC_Os11g31620.1	136-222
LOC_Os11g31620.1	131-229
LOC_Os11g31620.1	219-251
LOC_Os11g31620.1	226-267
LOC_Os11g31620.1	254-280
LOC_Os06g28590.1	103-144
LOC_Os06g28590.1	92-181
LOC_Os06g28590.1	197-247
LOC_Os06g28590.1	299-367
LOC_Os06g28590.1	387-428
LOC_Os06g28590.1	190-453
LOC_Os10g39780.1	73-147
LOC_Os10g39780.1	149-232
LOC_Os10g39780.1	237-254
LOC_Os10g39780.1	229-315
LOC_Os10g39780.1	273-341
LOC_Os10g39780.1	242-370
LOC_Os10g39780.1	316-417
LOC_Os10g39780.1	393-455
LOC_Os10g39780.1	478-564
LOC_Os10g39780.1	474-590
LOC_Os10g39780.1	389-640
LOC_Os10g39780.1	606-704
LOC_Os10g39780.1	571-753
LOC_Os06g28590.2	103-144
LOC_Os06g28590.2	92-181
LOC_Os06g28590.2	197-247
LOC_Os06g28590.2	190-315
LOC_Os06g28590.2	327-362
LOC_Os06g28590.2	382-423
LOC_Os06g28590.2	299-448
LOC_Os10g39780.2	44-61
LOC_Os10g39780.2	77-133
LOC_Os10g39780.2	49-150
LOC_Os10g39780.2	18-182
LOC_Os06g28590.3	103-144
LOC_Os06g28590.3	92-181
LOC_Os06g28590.3	197-247
LOC_Os06g28590.3	299-376
LOC_Os06g28590.3	390-431
LOC_Os06g28590.3	190-456
LOC_Os10g39780.3	73-147
LOC_Os10g39780.3	149-232
LOC_Os10g39780.3	237-254
LOC_Os10g39780.3	229-315
LOC_Os10g39780.3	273-341
LOC_Os10g39780.3	242-370
LOC_Os10g39780.3	316-417
LOC_Os10g39780.3	393-455
LOC_Os10g39780.3	478-564
LOC_Os10g39780.3	474-590
LOC_Os10g39780.3	389-640
LOC_Os10g39780.3	606-704
LOC_Os10g39780.3	571-753
LOC_Os01g07140.2	73-123
LOC_Os01g07140.2	66-152
LOC_Os01g62650.1	22-135
LOC_Os01g62650.1	163-189
LOC_Os01g62650.1	132-290
LOC_Os01g62650.1	205-294
LOC_Os10g39780.4	73-147
LOC_Os10g39780.4	149-232
LOC_Os10g39780.4	237-254
LOC_Os10g39780.4	229-315
LOC_Os10g39780.4	273-341
LOC_Os10g39780.4	242-370
LOC_Os10g39780.4	316-417
LOC_Os10g39780.4	393-455
LOC_Os10g39780.4	478-564
LOC_Os10g39780.4	474-590
LOC_Os10g39780.4	389-640
LOC_Os10g39780.4	606-704
LOC_Os10g39780.4	571-753
LOC_Os01g62650.2	22-135
LOC_Os01g62650.2	163-189
LOC_Os01g62650.2	132-290
LOC_Os01g62650.2	205-294
LOC_Os04g46300.1	19-36
LOC_Os04g46300.1	9-83
LOC_Os04g37980.1	47-67
LOC_Os04g37980.1	24-92
LOC_Os12g42130.1	19-60
LOC_Os12g42130.1	47-70
LOC_Os12g42130.1	42-83
LOC_Os02g37590.1	17-238
LOC_Os08g38580.1	97-129
LOC_Os08g38580.1	108-134
LOC_Os08g38580.1	38-139
LOC_Os08g38580.1	171-212
LOC_Os07g29794.1	3-56
LOC_Os07g29794.1	78-146
LOC_Os07g29794.1	147-353
LOC_Os07g29794.1	358-402
LOC_Os07g29794.1	8-418
LOC_Os01g48920.1	51-119
LOC_Os01g48920.1	47-157
LOC_Os01g48920.1	7-198
LOC_Os04g15580.1	37-84
LOC_Os04g15580.1	3-173
LOC_Os04g15580.1	125-262
LOC_Os04g15580.1	294-554
LOC_Os04g15580.1	419-604
LOC_Os04g15580.1	558-992
LOC_Os04g15580.1	1023-1175
LOC_Os08g20636.1	41-121
LOC_Os08g20636.1	27-143
LOC_Os08g20636.1	178-213
LOC_Os08g20636.1	161-253
LOC_Os08g20636.1	147-260
LOC_Os01g09450.1	64-81
LOC_Os01g09450.1	44-85
LOC_Os01g09450.1	60-140
LOC_Os01g09450.1	113-145
LOC_Os01g09450.1	146-226
LOC_Os01g09450.1	124-246
LOC_Os01g09450.1	269-289
LOC_Os01g09450.1	286-330
LOC_Os01g09450.1	228-341
LOC_Os01g09450.1	363-485
LOC_Os01g09450.1	338-538
LOC_Os01g09450.1	439-555
LOC_Os01g09450.1	489-587
LOC_Os01g09450.2	64-81
LOC_Os01g09450.2	44-85
LOC_Os01g09450.2	60-140
LOC_Os01g09450.2	113-145
LOC_Os01g09450.2	146-226
LOC_Os01g09450.2	124-246
LOC_Os01g09450.2	269-289
LOC_Os01g09450.2	286-330
LOC_Os01g09450.2	228-341
LOC_Os01g09450.2	363-485
LOC_Os01g09450.2	338-538
LOC_Os01g09450.2	439-555
LOC_Os01g09450.2	489-587
LOC_Os01g64960.1	16-51
LOC_Os01g64960.1	162-248
LOC_Os01g64960.1	134-268
LOC_Os01g64960.1	265-297
LOC_Os01g64960.2	16-51
LOC_Os01g64960.2	162-248
LOC_Os01g64960.2	134-268
LOC_Os01g64960.2	265-297
LOC_Os06g47970.1	69-131
LOC_Os12g27370.1	33-53
LOC_Os12g27370.1	251-382
LOC_Os12g27370.1	63-428
LOC_Os12g27370.1	136-465
LOC_Os10g12050.1	4-228
LOC_Os10g12050.1	30-308
LOC_Os10g12050.1	233-355
LOC_Os10g12050.1	389-499
LOC_Os10g12050.1	418-543
LOC_Os10g12050.1	378-617
LOC_Os10g12050.1	621-638
LOC_Os10g12050.1	639-689
LOC_Os04g57804.1	75-158
LOC_Os04g57804.1	216-293
LOC_Os04g57804.1	11-307
LOC_Os04g57804.1	304-363
LOC_Os04g57804.1	377-400
LOC_Os04g57804.1	406-444
LOC_Os04g47580.1	148-201
LOC_Os10g12050.2	4-228
LOC_Os10g12050.2	30-308
LOC_Os10g12050.2	233-355
LOC_Os10g12050.2	389-499
LOC_Os10g12050.2	378-533
LOC_Os10g12050.2	521-601
LOC_Os10g12050.2	605-622
LOC_Os10g12050.2	623-673
LOC_Os09g32730.1	17-43
LOC_Os09g32730.1	48-65
LOC_Os01g58520.1	23-40
LOC_Os01g58520.1	56-130
LOC_Os01g58520.1	329-367
LOC_Os01g58520.1	48-434
LOC_Os01g58520.1	442-510
LOC_Os01g58520.1	431-520
LOC_Os01g58520.1	492-578
LOC_Os01g58520.1	622-642
LOC_Os01g58520.1	636-719
LOC_Os01g58520.1	539-826
LOC_Os01g58520.1	827-844
LOC_Os10g36760.1	83-304
LOC_Os10g36760.1	79-387
LOC_Os10g36760.1	436-468
LOC_Os10g36760.1	48-479
LOC_Os07g32340.1	183-200
LOC_Os07g32340.2	179-196
LOC_Os07g32340.3	144-170
LOC_Os07g32340.3	164-190
LOC_Os07g32340.3	222-239
LOC_Os02g03600.1	2-52
LOC_Os02g03600.1	30-62
LOC_Os02g03600.1	222-353
LOC_Os02g03600.1	86-370
LOC_Os02g03600.1	395-418
LOC_Os02g03600.1	73-426
LOC_Os09g08190.1	111-152
LOC_Os02g02570.1	15-44
LOC_Os04g42250.2	176-268
LOC_Os04g42250.2	60-278
LOC_Os04g42250.3	176-268
LOC_Os04g42250.3	60-278
LOC_Os04g57180.1	1-27
LOC_Os04g57180.1	24-146
LOC_Os04g57180.1	134-247
LOC_Os04g57180.1	184-261
LOC_Os04g57180.1	279-326
LOC_Os04g57180.1	319-384
LOC_Os04g57180.1	348-437
LOC_Os04g57180.1	549-617
LOC_Os04g57180.1	460-690
LOC_Os04g57180.1	660-704
LOC_Os04g57180.1	720-740
LOC_Os04g57180.1	831-866
LOC_Os04g57180.1	769-1095
LOC_Os04g57180.1	1096-1116
LOC_Os04g57180.1	1079-1141
LOC_Os04g57180.1	1154-1192
LOC_Os04g57180.1	1159-1200
LOC_Os04g57180.1	999-1250
LOC_Os04g57180.1	1210-1335
LOC_Os04g57180.1	1266-1361
LOC_Os04g57180.1	1366-1413
LOC_Os04g57180.1	1374-1436
LOC_Os04g49890.1	13-36
LOC_Os04g49890.1	23-61
LOC_Os04g49890.1	79-171
LOC_Os04g49890.1	168-197
LOC_Os04g49890.1	241-264
LOC_Os04g49890.1	276-302
LOC_Os04g49890.1	284-319
LOC_Os04g49890.1	427-522
LOC_Os04g49890.1	459-608
LOC_Os04g49890.1	559-654
LOC_Os04g49890.1	693-752
LOC_Os04g49890.1	844-873
LOC_Os04g49890.1	892-981
LOC_Os04g49890.1	1011-1049
LOC_Os04g49890.1	1053-1106
LOC_Os04g49890.1	1087-1146
LOC_Os04g42250.4	97-189
LOC_Os04g42250.4	164-199
LOC_Os05g02260.1	142-288
LOC_Os05g02260.1	197-328
LOC_Os05g02260.1	292-408
LOC_Os05g02260.1	436-459
LOC_Os05g02260.1	429-470
LOC_Os05g02260.1	486-557
LOC_Os05g02260.1	374-568
LOC_Os05g02260.1	481-612
LOC_Os01g52160.1	25-57
LOC_Os01g52160.1	54-80
LOC_Os01g52160.1	2-232
LOC_Os05g02260.2	142-288
LOC_Os05g02260.2	197-328
LOC_Os05g02260.2	292-408
LOC_Os05g02260.2	436-459
LOC_Os05g02260.2	429-470
LOC_Os05g02260.2	486-557
LOC_Os05g02260.2	374-568
LOC_Os05g02260.2	481-612
LOC_Os05g02260.3	142-288
LOC_Os05g02260.3	197-328
LOC_Os05g02260.3	292-408
LOC_Os05g02260.3	436-459
LOC_Os05g02260.3	429-470
LOC_Os05g02260.3	486-557
LOC_Os05g02260.3	374-568
LOC_Os05g02260.3	481-612
LOC_Os02g51640.1	101-199
LOC_Os02g51640.1	190-219
LOC_Os05g02260.4	142-288
LOC_Os05g02260.4	197-328
LOC_Os05g02260.4	292-408
LOC_Os05g02260.4	436-459
LOC_Os05g02260.4	429-470
LOC_Os05g02260.4	486-557
LOC_Os05g02260.4	374-568
LOC_Os05g02260.4	481-612
LOC_Os01g67090.1	23-40
LOC_Os01g67090.1	4-54
LOC_Os01g67090.1	44-64
LOC_Os01g67090.1	61-81
LOC_Os01g67090.1	12-89
LOC_Os01g67090.1	142-195
LOC_Os01g67090.1	152-202
LOC_Os01g67090.1	199-222
LOC_Os01g67090.1	183-248
LOC_Os07g34650.1	8-25
LOC_Os07g34650.1	22-39
LOC_Os07g34650.1	104-148
LOC_Os02g13200.1	148-177
LOC_Os02g05910.1	30-68
LOC_Os02g05910.1	88-111
LOC_Os02g05910.1	92-139
LOC_Os02g04880.1	11-49
LOC_Os02g04880.1	18-59
LOC_Os02g04880.1	56-82
LOC_Os02g04880.1	1-126
LOC_Os02g04880.1	114-137
LOC_Os11g07400.1	56-82
LOC_Os11g07400.1	79-150
LOC_Os03g11650.1	12-53
LOC_Os03g11650.1	57-89
LOC_Os11g06370.1	36-59
LOC_Os11g06370.1	91-129
LOC_Os09g28600.1	92-121
LOC_Os09g27570.1	6-302
LOC_Os09g27570.1	299-337
LOC_Os02g45200.1	3-56
LOC_Os02g45200.1	62-112
LOC_Os02g45200.1	93-134
LOC_Os02g45200.1	131-166
LOC_Os02g45200.1	163-183
LOC_Os02g37910.1	81-110
LOC_Os07g12250.1	31-60
LOC_Os07g04960.1	9-26
LOC_Os02g45200.2	35-64
LOC_Os02g45200.2	6-128
LOC_Os02g45200.2	1-162
LOC_Os02g45200.2	104-178
LOC_Os02g36880.2	37-81
LOC_Os02g36880.2	102-125
LOC_Os02g45200.3	37-63
LOC_Os02g45200.3	64-81
LOC_Os02g45200.3	50-103
LOC_Os02g45200.3	100-162
LOC_Os05g05600.1	81-101
LOC_Os05g05600.1	101-121
LOC_Os12g21890.1	144-191
LOC_Os12g21890.1	178-216
LOC_Os12g21890.1	98-226
LOC_Os12g21890.1	213-239
LOC_Os02g45200.4	21-41
LOC_Os05g05600.2	33-59
LOC_Os05g05600.2	56-148
LOC_Os05g05600.2	52-195
LOC_Os05g05600.2	188-208
LOC_Os05g05600.2	208-228
LOC_Os10g41030.1	158-199
LOC_Os10g41030.1	166-231
LOC_Os10g41030.1	228-296
LOC_Os02g36880.4	37-81
LOC_Os02g36880.4	102-125
LOC_Os05g05600.3	26-52
LOC_Os05g05600.3	10-78
LOC_Os05g05600.3	71-91
LOC_Os05g05600.3	91-111
LOC_Os01g54470.1	17-67
LOC_Os06g38510.1	15-47
LOC_Os06g38510.1	44-142
LOC_Os06g38510.1	154-186
LOC_Os11g40510.1	159-179
LOC_Os11g40510.1	207-269
LOC_Os10g41030.2	158-199
LOC_Os10g41030.2	166-231
LOC_Os10g41030.2	228-296
LOC_Os08g08592.3	4-177
LOC_Os08g08592.3	92-241
LOC_Os08g08592.3	159-257
LOC_Os08g08592.3	242-268
LOC_Os08g08592.3	274-303
LOC_Os08g08592.3	319-351
LOC_Os08g08592.3	293-529
LOC_Os05g05600.4	33-59
LOC_Os05g05600.4	56-148
LOC_Os05g05600.4	52-195
LOC_Os05g05600.4	188-208
LOC_Os05g05600.4	208-228
LOC_Os06g38510.2	15-47
LOC_Os11g40510.2	159-179
LOC_Os11g40510.2	207-269
LOC_Os10g41030.3	158-199
LOC_Os10g41030.3	166-231
LOC_Os10g41030.3	228-296
LOC_Os05g05600.5	68-139
LOC_Os03g60720.1	2-28
LOC_Os03g60720.1	114-137
LOC_Os07g44250.1	64-84
LOC_Os07g36960.1	95-274
LOC_Os07g36960.1	28-408
LOC_Os05g05600.6	33-59
LOC_Os05g05600.6	56-148
LOC_Os05g05600.6	52-195
LOC_Os05g05600.6	188-208
LOC_Os05g05600.6	208-228
LOC_Os05g05600.6	225-305
LOC_Os05g05600.6	320-349
LOC_Os05g05600.6	413-445
LOC_Os05g05600.6	360-449
